-------------------------------------------------------------------------------------------------------------
|  2  | 10  |  7  |  4  | 11  |  5  | 12  |  3  |  6  |  1  |  8  |  9  |
| 10  |  6  |  2  |  3  |  8  |  1  |  5  | 12  |  4  |  7  |  9  | 11  |
|  3  |  2  |  6  |  7  |  5  |  8  |  1  |  9  | 12  | 11  | 10  |  4  |
|  8  | 11  | 10  |  2  | 12  |  9  |  3  |  5  |  1  |  4  |  6  |  7  |
|  7  |  8  | 11  |  1  |  6  | 12  |  4  | 10  |  5  |  9  |  2  |  3  |
|  9  |  3  |  8  | 10  |  7  |  6  |  2  |  1  | 11  |  5  |  4  | 12  |
|  6  |  7  |  1  | 11  | 10  |  2  |  9  |  4  |  3  | 12  |  5  |  8  |
|  1  |  4  |  5  |  8  |  9  |  7  |  6  | 11  | 10  |  3  | 12  |  2  |
|  5  |  1  |  3  | 12  |  2  |  4  | 11  |  6  |  9  |  8  |  7  | 10  |
| 11  | 12  |  9  |  6  |  4  |  3  |  7  |  2  |  8  | 10  |  1  |  5  |
| 12  |  5  |  4  |  9  |  3  | 10  |  8  |  7  |  2  |  6  | 11  |  1  |
|  4  |  9  | 12  |  5  |  1  | 11  | 10  |  8  |  7  |  2  |  3  |  6  |
-------------------------------------------------------------------------------------------------------------
