-------------------------------------------------------------------------------------------------------------
| 11  |  5  |  6  |  7  | 10  |  8  |  2  |  9  |  1  | 12  |  3  |  4  |
|  7  |  4  |  9  | 12  | 11  |  5  |  8  |  2  | 10  |  3  |  6  |  1  |
| 12  | 11  | 10  |  9  |  7  |  6  |  1  |  5  |  4  |  2  |  8  |  3  |
|  1  |  2  | 11  |  4  |  9  | 12  |  6  |  8  |  3  | 10  |  7  |  5  |
|  5  |  8  |  3  |  2  |  6  |  1  | 11  | 12  |  9  |  4  | 10  |  7  |
|  9  |  3  |  5  | 11  | 12  |  2  |  7  |  6  |  8  |  1  |  4  | 10  |
|  8  | 12  |  4  |  5  |  3  |  7  |  9  | 10  |  6  | 11  |  1  |  2  |
|  4  |  6  | 12  |  8  |  1  |  9  | 10  |  3  |  2  |  7  |  5  | 11  |
|  6  |  1  |  2  |  3  |  5  | 10  | 12  |  4  |  7  |  9  | 11  |  8  |
| 10  |  7  |  1  |  6  |  4  |  3  |  5  | 11  | 12  |  8  |  2  |  9  |
|  3  | 10  |  8  |  1  |  2  | 11  |  4  |  7  |  5  |  6  |  9  | 12  |
|  2  |  9  |  7  | 10  |  8  |  4  |  3  |  1  | 11  |  5  | 12  |  6  |
-------------------------------------------------------------------------------------------------------------
