-------------------------------------------------------------------------------------------------------------
|  9  |  1  |  3  |  4  | 12  | 10  |  2  | 11  |  7  |  8  |  6  |  5  |
|  7  |  9  |  6  |  1  |  4  | 11  | 10  | 12  |  3  |  5  |  8  |  2  |
|  4  | 11  | 12  |  7  |  2  |  1  |  8  | 10  |  6  |  3  |  5  |  9  |
|  5  |  2  | 10  |  9  |  7  |  6  | 11  |  4  |  1  | 12  |  3  |  8  |
|  6  |  3  | 11  | 10  |  1  |  7  |  5  |  8  |  4  |  2  |  9  | 12  |
| 10  |  7  |  9  |  5  | 11  |  4  |  1  |  2  |  8  |  6  | 12  |  3  |
|  8  |  4  |  7  | 11  |  9  |  3  | 12  |  1  |  5  | 10  |  2  |  6  |
|  2  | 10  |  4  |  3  |  5  |  8  |  6  |  7  | 12  |  9  | 11  |  1  |
| 12  |  8  |  1  |  2  | 10  |  5  |  3  |  6  |  9  |  7  |  4  | 11  |
|  1  |  6  |  5  |  8  |  3  | 12  |  7  |  9  |  2  | 11  | 10  |  4  |
| 11  |  5  |  8  | 12  |  6  |  2  |  9  |  3  | 10  |  4  |  1  |  7  |
|  3  | 12  |  2  |  6  |  8  |  9  |  4  |  5  | 11  |  1  |  7  | 10  |
-------------------------------------------------------------------------------------------------------------
