-------------------------------------------------------------------------------------------------------------
|  4  |  9  |  8  | 12  | 10  |  7  | 11  |  2  |  6  |  3  |  1  |  5  |
|  8  |  6  |  1  |  3  | 11  |  4  |  5  | 10  |  7  |  2  |  9  | 12  |
|  6  | 11  | 12  |  4  |  5  |  2  | 10  |  9  |  8  |  7  |  3  |  1  |
|  9  |  8  |  6  |  1  | 12  | 11  |  7  |  5  | 10  |  4  |  2  |  3  |
| 12  |  2  |  7  | 10  |  4  |  5  |  1  |  3  |  9  | 11  |  8  |  6  |
| 10  |  3  |  2  |  8  |  9  |  6  | 12  |  1  |  4  |  5  | 11  |  7  |
| 11  |  5  |  9  |  6  |  7  |  1  |  4  | 12  |  3  |  8  | 10  |  2  |
|  5  |  4  | 11  |  2  |  8  |  9  |  3  |  7  |  1  | 12  |  6  | 10  |
|  7  | 10  |  5  |  9  |  2  |  3  |  6  | 11  | 12  |  1  |  4  |  8  |
|  3  |  7  | 10  |  5  |  1  |  8  |  2  |  4  | 11  |  6  | 12  |  9  |
|  1  | 12  |  4  |  7  |  3  | 10  |  8  |  6  |  2  |  9  |  5  | 11  |
|  2  |  1  |  3  | 11  |  6  | 12  |  9  |  8  |  5  | 10  |  7  |  4  |
-------------------------------------------------------------------------------------------------------------
