-------------------------------------------------------------------------------------------------------------
|  9  |  4  | 10  |  7  |  1  |  6  |  5  |  8  |  3  | 12  |  2  | 11  |
|  3  |  7  |  2  | 11  |  4  | 12  |  1  |  9  |  8  | 10  |  6  |  5  |
| 12  |  6  |  7  |  5  | 10  |  3  |  2  |  4  | 11  |  1  |  8  |  9  |
|  4  |  8  | 11  | 10  |  7  |  2  |  3  |  1  |  5  |  9  | 12  |  6  |
| 11  | 10  |  6  | 12  |  5  |  1  |  8  |  2  |  4  |  3  |  9  |  7  |
|  2  |  9  | 12  |  4  | 11  |  7  |  6  | 10  |  1  |  8  |  5  |  3  |
|  5  |  3  |  4  |  2  |  9  | 11  | 10  |  6  | 12  |  7  |  1  |  8  |
|  1  | 11  |  9  |  6  |  8  |  5  |  7  | 12  | 10  |  4  |  3  |  2  |
|  8  |  5  |  3  |  9  |  2  |  4  | 12  |  7  |  6  | 11  | 10  |  1  |
|  6  |  2  |  1  |  8  | 12  | 10  | 11  |  3  |  9  |  5  |  7  |  4  |
| 10  |  1  |  5  |  3  |  6  |  8  |  9  | 11  |  7  |  2  |  4  | 12  |
|  7  | 12  |  8  |  1  |  3  |  9  |  4  |  5  |  2  |  6  | 11  | 10  |
-------------------------------------------------------------------------------------------------------------
