-------------------------------------------------------------------------------------------------------------
|  6  |  7  |  4  |  8  | 11  |  5  |  2  |  3  |  1  | 10  | 12  |  9  |
|  7  |  1  | 10  |  4  |  6  | 12  |  9  | 11  |  8  |  5  |  3  |  2  |
|  4  |  3  |  9  |  7  |  2  | 11  | 12  |  6  | 10  |  8  |  5  |  1  |
| 12  |  9  |  5  |  1  |  7  |  2  |  3  |  8  | 11  |  4  | 10  |  6  |
|  2  |  4  | 12  |  9  |  1  |  6  |  5  | 10  |  3  | 11  |  8  |  7  |
| 10  |  6  |  1  |  2  |  8  |  4  |  7  | 12  |  5  |  9  | 11  |  3  |
|  1  |  5  |  7  | 11  | 12  | 10  |  6  |  9  |  4  |  3  |  2  |  8  |
|  3  |  8  |  6  |  5  | 10  |  1  |  4  |  7  |  2  | 12  |  9  | 11  |
|  5  | 12  |  2  |  3  |  4  |  8  | 11  |  1  |  9  |  6  |  7  | 10  |
|  8  | 10  | 11  |  6  |  9  |  3  |  1  |  5  |  7  |  2  |  4  | 12  |
|  9  | 11  |  3  | 10  |  5  |  7  |  8  |  2  | 12  |  1  |  6  |  4  |
| 11  |  2  |  8  | 12  |  3  |  9  | 10  |  4  |  6  |  7  |  1  |  5  |
-------------------------------------------------------------------------------------------------------------
