-------------------------------------------------------------------------------------------------------------
|  9  |  7  | 11  |  5  |  8  |  4  | 12  |  6  |  3  |  2  |  1  | 10  |
|  8  |  2  |  9  |  1  |  7  | 10  |  3  |  4  | 11  |  5  | 12  |  6  |
|  3  | 10  |  7  |  2  |  5  | 11  |  1  | 12  |  4  |  6  |  9  |  8  |
|  6  |  3  | 12  | 10  |  2  |  5  | 11  |  7  |  9  |  4  |  8  |  1  |
| 11  |  9  |  3  |  8  | 10  |  2  |  7  |  1  |  6  | 12  |  4  |  5  |
|  1  | 11  |  8  |  9  |  3  | 12  |  2  | 10  |  5  |  7  |  6  |  4  |
| 12  |  6  |  2  |  7  |  1  |  9  |  4  | 11  |  8  | 10  |  5  |  3  |
|  4  |  5  |  6  |  3  |  9  |  7  |  8  |  2  | 12  |  1  | 10  | 11  |
|  5  | 12  | 10  |  4  | 11  |  3  |  6  |  8  |  1  |  9  |  7  |  2  |
|  7  |  8  |  4  |  6  | 12  |  1  |  5  |  3  | 10  | 11  |  2  |  9  |
| 10  |  4  |  1  | 12  |  6  |  8  |  9  |  5  |  2  |  3  | 11  |  7  |
|  2  |  1  |  5  | 11  |  4  |  6  | 10  |  9  |  7  |  8  |  3  | 12  |
-------------------------------------------------------------------------------------------------------------
