-------------------------------------------------------------------------------------------------------------
|  1  |  3  |  9  |  5  | 12  |  8  |  6  |  4  | 10  |  7  |  2  | 11  |
|  4  |  6  | 12  | 11  |  5  | 10  |  1  |  7  |  2  |  3  |  8  |  9  |
|  8  |  9  |  2  | 10  | 11  |  7  |  5  |  3  |  4  |  1  |  6  | 12  |
|  9  |  4  | 10  |  8  |  3  | 11  |  7  |  1  |  6  |  2  | 12  |  5  |
| 12  |  1  |  6  |  4  |  8  |  3  | 10  |  2  |  5  |  9  | 11  |  7  |
|  5  | 11  |  3  | 12  |  6  |  2  |  9  | 10  |  7  |  4  |  1  |  8  |
| 10  |  7  |  8  |  9  |  2  | 12  |  3  |  6  |  1  | 11  |  5  |  4  |
|  2  | 10  |  1  |  7  |  9  |  5  | 11  |  8  | 12  |  6  |  4  |  3  |
|  6  |  5  |  4  |  1  | 10  |  9  |  8  | 11  |  3  | 12  |  7  |  2  |
|  3  | 12  |  7  |  6  |  1  |  4  |  2  |  5  | 11  |  8  |  9  | 10  |
|  7  |  2  | 11  |  3  |  4  |  6  | 12  |  9  |  8  |  5  | 10  |  1  |
| 11  |  8  |  5  |  2  |  7  |  1  |  4  | 12  |  9  | 10  |  3  |  6  |
-------------------------------------------------------------------------------------------------------------
