-------------------------------------------------------------------------------------------------------------
| 10  | 12  |  9  |  2  |  8  | 11  |  3  |  5  |  4  |  1  |  6  |  7  |
|  7  |  2  |  1  |  5  |  9  | 12  |  4  | 10  | 11  |  3  |  8  |  6  |
|  5  |  3  |  8  |  7  |  2  |  9  | 12  | 11  |  6  | 10  |  1  |  4  |
|  4  |  9  | 10  |  6  |  7  |  5  | 11  |  8  |  1  |  2  |  3  | 12  |
|  3  | 10  |  4  |  9  | 12  |  6  |  7  |  2  |  8  | 11  |  5  |  1  |
|  1  |  5  |  2  | 10  |  3  |  7  |  9  |  4  | 12  |  6  | 11  |  8  |
|  9  |  1  | 11  |  8  | 10  |  3  |  5  |  6  |  7  |  4  | 12  |  2  |
| 11  |  7  |  5  |  1  |  6  |  2  | 10  | 12  |  3  |  8  |  4  |  9  |
|  6  | 11  |  3  |  4  |  5  |  8  |  2  |  1  |  9  | 12  |  7  | 10  |
| 12  |  4  |  6  | 11  |  1  | 10  |  8  |  9  |  5  |  7  |  2  |  3  |
|  8  |  6  |  7  | 12  | 11  |  4  |  1  |  3  |  2  |  9  | 10  |  5  |
|  2  |  8  | 12  |  3  |  4  |  1  |  6  |  7  | 10  |  5  |  9  | 11  |
-------------------------------------------------------------------------------------------------------------
