-------------------------------------------------------------------------------------------------------------
|  2  | 12  |  5  |  8  |  3  |  7  | 10  |  4  |  1  |  6  |  9  | 11  |
| 12  |  9  |  4  | 11  |  8  |  1  |  5  |  3  |  7  |  2  | 10  |  6  |
|  3  |  6  | 12  |  9  |  2  | 10  |  4  |  8  |  5  |  1  | 11  |  7  |
|  1  |  2  |  8  |  6  | 11  |  5  |  3  | 10  |  4  |  7  | 12  |  9  |
|  8  |  1  |  6  | 10  |  4  |  2  | 12  |  5  | 11  |  9  |  7  |  3  |
|  6  |  3  |  1  |  2  | 12  |  8  | 11  |  7  |  9  |  4  |  5  | 10  |
| 10  |  8  |  2  |  1  |  6  |  4  |  7  |  9  | 12  | 11  |  3  |  5  |
|  5  |  4  | 10  |  3  |  7  | 11  |  9  | 12  |  2  |  8  |  6  |  1  |
| 11  | 10  |  9  |  7  |  5  |  6  |  8  |  2  |  3  | 12  |  1  |  4  |
|  9  | 11  |  7  | 12  |  1  |  3  |  2  |  6  | 10  |  5  |  4  |  8  |
|  4  |  7  |  3  |  5  |  9  | 12  |  1  | 11  |  6  | 10  |  8  |  2  |
|  7  |  5  | 11  |  4  | 10  |  9  |  6  |  1  |  8  |  3  |  2  | 12  |
-------------------------------------------------------------------------------------------------------------
