-------------------------------------------------------------------------------------------------------------
|  5  | 12  |  2  |  7  | 10  |  4  |  8  |  6  |  1  |  9  |  3  | 11  |
|  8  |  1  | 12  |  5  |  9  |  7  | 11  |  2  |  4  |  6  | 10  |  3  |
|  1  |  4  |  9  |  3  |  2  |  8  |  7  | 11  |  6  | 12  |  5  | 10  |
|  7  |  8  |  3  |  9  | 12  |  5  |  4  | 10  | 11  |  2  |  6  |  1  |
|  4  | 10  |  1  |  2  |  3  |  6  |  9  |  8  |  7  | 11  | 12  |  5  |
|  6  |  3  |  8  |  4  |  1  | 11  |  5  |  9  |  2  | 10  |  7  | 12  |
| 12  |  7  |  6  |  8  |  4  |  3  | 10  |  5  |  9  |  1  | 11  |  2  |
|  3  |  9  |  5  | 12  | 11  | 10  |  6  |  1  |  8  |  7  |  2  |  4  |
|  2  | 11  |  4  |  6  |  7  | 12  |  1  |  3  | 10  |  5  |  9  |  8  |
| 11  |  6  | 10  |  1  |  8  |  9  |  2  | 12  |  5  |  3  |  4  |  7  |
|  9  |  2  | 11  | 10  |  5  |  1  |  3  |  7  | 12  |  4  |  8  |  6  |
| 10  |  5  |  7  | 11  |  6  |  2  | 12  |  4  |  3  |  8  |  1  |  9  |
-------------------------------------------------------------------------------------------------------------
