-------------------------------------------------------------------------------------------------------------
|  9  |  5  |  3  |  7  |  1  |  2  | 12  |  6  |  8  |  4  | 11  | 10  |
| 12  | 10  |  7  |  6  |  2  |  4  |  5  |  9  |  1  |  3  |  8  | 11  |
|  4  |  7  | 10  |  1  |  3  |  6  |  9  | 12  |  5  | 11  |  2  |  8  |
|  5  | 11  | 12  |  3  |  7  | 10  |  2  |  8  |  9  |  1  |  4  |  6  |
| 10  |  2  |  4  |  5  |  9  |  7  |  1  |  3  | 11  |  8  |  6  | 12  |
| 11  | 12  |  5  | 10  |  4  |  8  |  7  |  1  |  6  |  9  |  3  |  2  |
|  7  |  3  |  6  | 12  |  5  |  1  |  8  | 11  | 10  |  2  |  9  |  4  |
|  1  |  4  | 11  |  2  |  8  |  9  |  6  |  7  | 12  |  5  | 10  |  3  |
|  3  |  1  |  8  |  4  |  6  |  5  | 11  |  2  |  7  | 10  | 12  |  9  |
|  6  |  8  |  2  |  9  | 10  | 11  |  4  |  5  |  3  | 12  |  1  |  7  |
|  8  |  9  |  1  | 11  | 12  |  3  | 10  |  4  |  2  |  6  |  7  |  5  |
|  2  |  6  |  9  |  8  | 11  | 12  |  3  | 10  |  4  |  7  |  5  |  1  |
-------------------------------------------------------------------------------------------------------------
