-------------------------------------------------------------------------------------------------------------
|  1  |  9  |  5  |  3  |  2  | 11  |  8  | 12  | 10  |  4  |  6  |  7  |
|  8  |  5  |  6  |  2  |  3  |  4  |  1  | 11  | 12  | 10  |  7  |  9  |
| 11  |  8  |  2  |  4  |  6  |  3  |  7  |  5  |  1  | 12  |  9  | 10  |
|  9  |  6  |  3  | 11  |  7  |  1  | 12  |  2  |  5  |  8  | 10  |  4  |
|  5  | 12  |  9  |  6  |  8  |  7  |  4  | 10  |  3  |  2  | 11  |  1  |
|  6  |  1  | 12  |  5  | 11  |  2  | 10  |  8  |  7  |  9  |  4  |  3  |
|  3  | 11  |  1  |  7  | 12  | 10  |  2  |  4  |  9  |  6  |  5  |  8  |
|  2  | 10  | 11  | 12  |  4  |  6  |  3  |  9  |  8  |  7  |  1  |  5  |
| 10  |  2  |  8  |  9  |  5  | 12  | 11  |  7  |  4  |  1  |  3  |  6  |
|  7  |  4  | 10  |  8  |  1  |  5  |  9  |  3  |  6  | 11  | 12  |  2  |
| 12  |  7  |  4  |  1  | 10  |  9  |  5  |  6  |  2  |  3  |  8  | 11  |
|  4  |  3  |  7  | 10  |  9  |  8  |  6  |  1  | 11  |  5  |  2  | 12  |
-------------------------------------------------------------------------------------------------------------
