-------------------------------------------------------------------------------------------------------------
|  2  | 12  |  8  |  9  |  7  |  4  |  3  |  6  |  1  | 11  | 10  |  5  |
|  7  | 11  |  5  |  8  |  1  | 10  |  4  |  9  |  6  | 12  |  2  |  3  |
|  4  |  7  |  1  | 10  |  5  | 12  |  2  |  8  |  9  |  3  | 11  |  6  |
|  8  |  2  |  7  |  4  | 11  |  5  | 10  |  1  | 12  |  6  |  3  |  9  |
|  3  |  1  | 11  |  7  |  9  |  6  |  5  |  4  |  8  | 10  | 12  |  2  |
|  1  |  8  |  3  |  6  | 10  |  9  | 11  |  7  |  4  |  2  |  5  | 12  |
| 11  |  9  |  4  |  2  |  8  |  1  |  6  | 12  |  3  |  5  |  7  | 10  |
|  6  |  3  | 10  |  1  |  4  |  8  | 12  |  2  |  5  |  7  |  9  | 11  |
|  5  |  6  |  2  | 11  | 12  |  7  |  8  |  3  | 10  |  9  |  1  |  4  |
| 12  |  5  |  6  |  3  |  2  | 11  |  9  | 10  |  7  |  8  |  4  |  1  |
| 10  |  4  |  9  | 12  |  3  |  2  |  7  |  5  | 11  |  1  |  6  |  8  |
|  9  | 10  | 12  |  5  |  6  |  3  |  1  | 11  |  2  |  4  |  8  |  7  |
-------------------------------------------------------------------------------------------------------------
