-------------------------------------------------------------------------------------------------------------
|  6  | 12  |  8  |  9  |  2  |  7  |  3  | 11  |  1  |  4  | 10  |  5  |
|  5  |  1  |  4  | 11  |  9  |  6  |  8  |  2  |  7  | 12  |  3  | 10  |
|  4  |  9  | 10  |  7  |  8  |  2  |  5  |  3  | 11  |  1  | 12  |  6  |
| 12  |  5  |  2  | 10  |  4  |  8  |  9  |  1  |  3  |  7  |  6  | 11  |
|  1  |  6  |  5  |  8  | 11  |  3  |  2  | 10  |  4  |  9  |  7  | 12  |
|  8  | 11  |  9  |  6  | 12  |  4  |  7  |  5  |  2  | 10  |  1  |  3  |
| 10  |  2  |  7  |  4  |  6  | 11  |  1  |  8  | 12  |  3  |  5  |  9  |
| 11  |  4  | 12  |  3  |  7  | 10  |  6  |  9  |  8  |  5  |  2  |  1  |
|  3  |  8  |  1  | 12  | 10  |  9  |  4  |  7  |  5  |  6  | 11  |  2  |
|  9  |  7  |  3  |  1  |  5  | 12  | 11  |  6  | 10  |  2  |  8  |  4  |
|  7  |  3  |  6  |  2  |  1  |  5  | 10  | 12  |  9  | 11  |  4  |  8  |
|  2  | 10  | 11  |  5  |  3  |  1  | 12  |  4  |  6  |  8  |  9  |  7  |
-------------------------------------------------------------------------------------------------------------
