-------------------------------------------------------------------------------------------------------------
| 12  |  3  |  4  |  6  | 10  |  5  |  7  | 11  |  8  |  2  |  9  |  1  |
|  7  |  2  |  9  |  4  |  1  | 10  |  3  |  6  | 11  | 12  |  5  |  8  |
|  4  |  7  |  5  | 10  | 11  |  2  |  1  |  9  |  3  |  6  |  8  | 12  |
|  3  |  4  |  7  |  2  |  8  |  9  | 10  |  1  |  6  | 11  | 12  |  5  |
|  2  | 10  |  6  | 12  |  4  |  7  |  5  |  8  |  9  |  3  |  1  | 11  |
|  9  |  1  |  8  |  5  |  3  |  6  |  2  |  7  | 12  | 10  | 11  |  4  |
|  5  |  6  | 10  |  3  |  2  |  4  | 11  | 12  |  1  |  8  |  7  |  9  |
|  8  |  9  |  2  |  7  |  6  | 11  | 12  |  3  |  5  |  1  |  4  | 10  |
|  6  | 12  |  3  | 11  |  7  |  1  |  8  |  5  |  4  |  9  | 10  |  2  |
| 11  |  8  | 12  |  1  |  9  |  3  |  4  | 10  |  7  |  5  |  2  |  6  |
| 10  | 11  |  1  |  8  |  5  | 12  |  9  |  4  |  2  |  7  |  6  |  3  |
|  1  |  5  | 11  |  9  | 12  |  8  |  6  |  2  | 10  |  4  |  3  |  7  |
-------------------------------------------------------------------------------------------------------------
