-------------------------------------------------------------------------------------------------------------
| 11  | 10  |  4  |  5  |  2  |  8  | 12  |  6  |  1  |  7  |  9  |  3  |
|  1  |  6  |  5  | 10  | 12  |  2  |  4  |  7  |  9  |  8  |  3  | 11  |
|  2  |  5  | 11  |  9  |  6  | 10  |  7  | 12  |  4  |  3  |  8  |  1  |
|  4  |  8  | 12  |  7  |  9  |  5  | 10  |  1  |  3  |  2  | 11  |  6  |
| 10  |  9  |  8  | 12  |  7  |  3  | 11  |  4  |  6  |  5  |  1  |  2  |
|  3  |  2  |  7  |  4  | 11  | 12  |  6  |  9  |  8  |  1  |  5  | 10  |
|  5  |  4  |  2  |  1  | 10  |  7  |  3  |  8  | 12  | 11  |  6  |  9  |
|  8  |  1  | 10  |  2  |  4  |  6  |  5  |  3  | 11  |  9  |  7  | 12  |
|  6  |  3  |  9  |  8  |  5  |  1  |  2  | 11  |  7  | 12  | 10  |  4  |
|  9  |  7  |  1  |  6  |  3  | 11  |  8  | 10  |  2  |  4  | 12  |  5  |
|  7  | 12  |  3  | 11  |  1  |  4  |  9  |  5  | 10  |  6  |  2  |  8  |
| 12  | 11  |  6  |  3  |  8  |  9  |  1  |  2  |  5  | 10  |  4  |  7  |
-------------------------------------------------------------------------------------------------------------
