-------------------------------------------------------------------------------------------------------------
| 12  |  6  | 10  |  8  |  2  |  1  |  7  |  9  |  5  | 11  |  4  |  3  |
|  4  |  2  |  5  |  6  |  8  |  3  |  1  | 10  | 12  |  9  |  7  | 11  |
|  9  | 11  |  1  | 12  |  6  |  5  |  8  |  3  | 10  |  7  |  2  |  4  |
|  8  |  3  | 11  |  5  |  1  | 10  |  4  | 12  |  6  |  2  |  9  |  7  |
|  5  |  4  |  6  | 10  | 11  |  2  |  3  |  1  |  7  |  8  | 12  |  9  |
|  1  | 12  |  8  | 11  |  9  |  7  | 10  |  2  |  3  |  4  |  6  |  5  |
| 11  | 10  |  7  |  2  |  5  |  8  | 12  |  4  |  9  |  3  |  1  |  6  |
|  6  |  1  |  3  |  4  | 10  |  9  | 11  |  7  |  2  | 12  |  5  |  8  |
| 10  |  5  |  4  |  1  |  7  | 12  |  9  |  8  | 11  |  6  |  3  |  2  |
|  2  |  8  |  9  |  7  |  3  |  4  |  5  |  6  |  1  | 10  | 11  | 12  |
|  3  |  7  | 12  |  9  |  4  |  6  |  2  | 11  |  8  |  5  | 10  |  1  |
|  7  |  9  |  2  |  3  | 12  | 11  |  6  |  5  |  4  |  1  |  8  | 10  |
-------------------------------------------------------------------------------------------------------------
