-------------------------------------------------------------------------------------------------------------
|  7  |  4  | 12  |  2  | 11  |  5  |  8  |  1  | 10  |  9  |  3  |  6  |
|  9  |  7  |  6  | 11  |  4  | 12  |  5  |  8  |  1  |  3  | 10  |  2  |
|  3  |  5  |  7  |  9  |  2  |  4  | 11  | 12  |  8  |  1  |  6  | 10  |
|  6  | 12  | 11  |  5  |  9  |  2  |  7  |  4  |  3  | 10  |  1  |  8  |
| 11  |  3  |  2  |  8  |  5  |  9  |  1  | 10  |  4  |  6  | 12  |  7  |
|  5  | 10  |  3  |  6  |  7  |  1  |  2  | 11  | 12  |  4  |  8  |  9  |
|  4  | 11  |  8  | 10  |  6  |  7  |  9  |  3  |  2  | 12  |  5  |  1  |
|  2  |  8  | 10  | 12  |  1  | 11  |  6  |  5  |  9  |  7  |  4  |  3  |
| 10  |  2  |  4  |  1  | 12  |  6  |  3  |  9  | 11  |  8  |  7  |  5  |
| 12  |  6  |  1  |  4  |  3  |  8  | 10  |  7  |  5  |  2  |  9  | 11  |
|  1  |  9  |  5  |  3  |  8  | 10  |  4  |  6  |  7  | 11  |  2  | 12  |
|  8  |  1  |  9  |  7  | 10  |  3  | 12  |  2  |  6  |  5  | 11  |  4  |
-------------------------------------------------------------------------------------------------------------
