-------------------------------------------------------------------------------------------------------------
|  5  |  1  |  9  | 11  |  7  |  6  |  3  |  2  |  4  | 12  |  8  | 10  |
|  9  |  5  |  3  |  4  | 11  |  1  |  8  | 12  |  2  |  7  | 10  |  6  |
|  8  |  9  |  4  |  6  |  3  |  7  |  1  | 11  |  5  | 10  | 12  |  2  |
|  7  |  4  | 11  | 10  |  5  | 12  |  2  |  1  |  8  |  6  |  9  |  3  |
|  6  |  7  |  5  |  9  |  4  | 11  | 12  | 10  |  3  |  8  |  2  |  1  |
| 12  | 11  |  7  |  3  |  6  | 10  |  5  |  8  |  1  |  2  |  4  |  9  |
|  3  |  8  | 12  |  5  |  9  |  2  | 11  |  7  | 10  |  1  |  6  |  4  |
|  2  |  3  |  6  |  1  | 10  |  9  |  4  |  5  | 12  | 11  |  7  |  8  |
|  1  | 12  |  8  |  7  |  2  |  3  | 10  |  6  |  9  |  4  |  5  | 11  |
|  4  |  2  | 10  | 12  |  1  |  8  |  7  |  3  |  6  |  9  | 11  |  5  |
| 11  | 10  |  1  |  2  |  8  |  4  |  6  |  9  |  7  |  5  |  3  | 12  |
| 10  |  6  |  2  |  8  | 12  |  5  |  9  |  4  | 11  |  3  |  1  |  7  |
-------------------------------------------------------------------------------------------------------------
