-------------------------------------------------------------------------------------------------------------
|  2  |  5  | 12  |  9  |  7  | 11  |  4  |  3  |  8  | 10  |  1  |  6  |
|  5  |  2  |  9  |  7  | 12  |  1  |  6  | 10  | 11  |  8  |  3  |  4  |
|  4  |  6  |  8  | 10  |  9  |  7  | 11  |  5  |  3  |  2  | 12  |  1  |
|  9  |  4  |  7  | 12  | 11  |  5  | 10  |  6  |  2  |  1  |  8  |  3  |
|  8  |  9  |  4  |  1  | 10  | 12  |  3  | 11  |  6  |  5  |  7  |  2  |
|  3  |  8  |  2  |  5  |  1  |  9  | 12  |  4  | 10  |  6  | 11  |  7  |
| 10  | 11  |  1  |  2  |  4  |  3  |  9  |  7  |  5  | 12  |  6  |  8  |
|  1  | 10  |  6  |  4  |  2  |  8  |  5  | 12  |  7  |  3  |  9  | 11  |
|  7  |  1  | 11  |  3  |  5  |  6  |  2  |  8  | 12  |  4  | 10  |  9  |
|  6  | 12  | 10  |  8  |  3  |  4  |  7  |  9  |  1  | 11  |  2  |  5  |
| 11  |  3  |  5  |  6  |  8  | 10  |  1  |  2  |  9  |  7  |  4  | 12  |
| 12  |  7  |  3  | 11  |  6  |  2  |  8  |  1  |  4  |  9  |  5  | 10  |
-------------------------------------------------------------------------------------------------------------
