-------------------------------------------------------------------------------------------------------------
| 12  |  9  |  5  | 10  |  8  |  2  | 11  |  1  |  4  |  3  |  6  |  7  |
| 11  |  3  |  4  |  2  | 10  | 12  |  6  |  5  |  9  |  7  |  8  |  1  |
|  1  |  2  | 11  |  3  |  7  | 10  |  8  | 12  |  5  |  6  |  9  |  4  |
|  9  | 10  |  3  |  5  |  2  |  7  |  1  |  6  | 12  |  4  | 11  |  8  |
|  7  |  1  |  8  | 11  |  3  |  6  |  2  |  4  | 10  | 12  |  5  |  9  |
|  5  | 11  |  7  | 12  |  1  |  3  |  4  |  2  |  8  |  9  | 10  |  6  |
|  3  |  5  |  1  |  9  | 11  |  4  |  7  |  8  |  6  | 10  | 12  |  2  |
|  6  |  4  |  9  |  1  | 12  | 11  | 10  |  7  |  3  |  8  |  2  |  5  |
|  8  | 12  |  6  |  7  |  5  |  1  |  3  |  9  |  2  | 11  |  4  | 10  |
| 10  |  7  |  2  |  6  |  4  |  8  |  9  |  3  | 11  |  5  |  1  | 12  |
|  2  |  8  | 12  |  4  |  6  |  9  |  5  | 10  |  7  |  1  |  3  | 11  |
|  4  |  6  | 10  |  8  |  9  |  5  | 12  | 11  |  1  |  2  |  7  |  3  |
-------------------------------------------------------------------------------------------------------------
