----------------------------------------------------------------------------------------------------
|  8  |  7  |  4  |  5  | 10  |  9  | 11  |  2  |  3  |  6  |  1  |
| 11  |  2  |  5  |  3  |  9  |  1  |  7  |  8  |  6  |  4  | 10  |
|  4  | 10  |  6  |  1  | 11  |  5  |  8  |  7  |  2  |  9  |  3  |
|  7  |  5  |  8  |  4  |  1  | 11  |  2  |  3  |  9  | 10  |  6  |
|  9  |  6  | 10  |  8  |  5  |  4  |  1  | 11  |  7  |  3  |  2  |
|  5  | 11  |  3  |  7  |  4  |  8  |  6  |  1  | 10  |  2  |  9  |
|  6  |  9  | 11  | 10  |  7  |  2  |  3  |  4  |  1  |  8  |  5  |
|  3  |  4  |  9  |  6  |  2  |  7  |  5  | 10  | 11  |  1  |  8  |
|  1  |  8  |  7  |  2  |  6  |  3  | 10  |  9  |  4  |  5  | 11  |
| 10  |  1  |  2  | 11  |  3  |  6  |  9  |  5  |  8  |  7  |  4  |
|  2  |  3  |  1  |  9  |  8  | 10  |  4  |  6  |  5  | 11  |  7  |
----------------------------------------------------------------------------------------------------
