----------------------------------------------------------------------------------------------------
|  2  |  1  | 11  |  7  |  5  |  3  |  9  |  6  |  8  |  4  | 10  |
|  3  |  9  |  1  |  2  |  8  |  5  |  4  | 10  |  6  | 11  |  7  |
| 11  |  3  |  4  | 10  |  7  |  2  |  1  |  9  |  5  |  8  |  6  |
|  4  |  6  |  9  |  8  | 11  | 10  |  3  |  5  |  7  |  1  |  2  |
|  5  |  8  |  2  | 11  |  9  |  4  |  7  |  3  | 10  |  6  |  1  |
|  6  | 11  |  3  |  5  |  4  |  7  |  2  |  8  |  1  | 10  |  9  |
|  1  |  4  | 10  |  3  |  2  |  9  |  6  |  7  | 11  |  5  |  8  |
|  8  |  2  |  6  |  4  |  3  | 11  | 10  |  1  |  9  |  7  |  5  |
|  7  | 10  |  8  |  9  |  1  |  6  |  5  |  2  |  4  |  3  | 11  |
| 10  |  7  |  5  |  1  |  6  |  8  | 11  |  4  |  2  |  9  |  3  |
|  9  |  5  |  7  |  6  | 10  |  1  |  8  | 11  |  3  |  2  |  4  |
----------------------------------------------------------------------------------------------------
