----------------------------------------------------------------------------------------------------
| 11  |  3  | 10  |  2  |  8  |  9  |  4  |  1  |  5  |  6  |  7  |
|  2  |  1  |  6  |  8  |  7  |  5  |  3  |  4  | 11  |  9  | 10  |
|  9  |  4  | 11  | 10  |  1  |  8  |  5  |  7  |  2  |  3  |  6  |
|  8  | 11  |  9  |  6  |  2  | 10  |  1  |  5  |  7  |  4  |  3  |
|  1  | 10  |  2  |  4  |  5  |  3  |  8  |  9  |  6  |  7  | 11  |
|  6  |  2  |  1  |  3  |  4  | 11  |  7  |  8  |  9  | 10  |  5  |
|  5  |  7  |  4  | 11  |  6  |  1  |  9  |  3  | 10  |  2  |  8  |
| 10  |  6  |  7  |  5  |  9  |  4  |  2  | 11  |  3  |  8  |  1  |
|  7  |  9  |  3  |  1  | 10  |  6  | 11  |  2  |  8  |  5  |  4  |
|  4  |  5  |  8  |  7  |  3  |  2  |  6  | 10  |  1  | 11  |  9  |
|  3  |  8  |  5  |  9  | 11  |  7  | 10  |  6  |  4  |  1  |  2  |
----------------------------------------------------------------------------------------------------
