----------------------------------------------------------------------------------------------------
|  6  | 11  |  4  |  8  |  2  |  9  |  1  | 10  |  7  |  5  |  3  |
|  9  |  8  | 11  |  1  |  4  |  5  | 10  |  7  |  2  |  3  |  6  |
| 10  |  4  |  6  | 11  |  9  |  1  |  5  |  8  |  3  |  7  |  2  |
|  2  |  9  |  7  |  5  | 11  |  8  |  6  |  3  | 10  |  4  |  1  |
|  1  |  2  |  9  |  4  |  6  | 11  |  3  |  5  |  8  | 10  |  7  |
|  8  | 10  |  5  |  3  |  1  |  4  |  7  |  2  |  6  |  9  | 11  |
|  7  |  6  |  2  |  9  |  8  |  3  |  4  |  1  |  5  | 11  | 10  |
| 11  |  7  | 10  |  2  |  3  |  6  |  9  |  4  |  1  |  8  |  5  |
|  3  |  5  |  1  |  6  |  7  | 10  | 11  |  9  |  4  |  2  |  8  |
|  4  |  3  |  8  | 10  |  5  |  7  |  2  |  6  | 11  |  1  |  9  |
|  5  |  1  |  3  |  7  | 10  |  2  |  8  | 11  |  9  |  6  |  4  |
----------------------------------------------------------------------------------------------------
