----------------------------------------------------------------------------------------------------
|  4  | 11  |  9  |  2  |  6  |  3  |  1  | 10  |  8  |  5  |  7  |
| 11  |  3  | 10  |  5  |  7  |  2  |  9  |  8  |  1  |  6  |  4  |
|  7  |  5  |  6  |  4  |  3  | 11  |  8  |  9  | 10  |  2  |  1  |
|  9  | 10  |  1  |  3  |  2  |  4  | 11  |  5  |  6  |  7  |  8  |
|  5  |  9  |  8  | 10  | 11  |  1  |  3  |  2  |  7  |  4  |  6  |
| 10  |  4  |  5  |  1  |  8  |  6  |  7  |  3  | 11  |  9  |  2  |
|  8  |  7  | 11  |  9  | 10  |  5  |  4  |  6  |  2  |  1  |  3  |
|  6  |  8  |  4  | 11  |  9  |  7  |  2  |  1  |  3  | 10  |  5  |
|  2  |  6  |  7  |  8  |  1  | 10  |  5  | 11  |  4  |  3  |  9  |
|  3  |  1  |  2  |  6  |  4  |  9  | 10  |  7  |  5  |  8  | 11  |
|  1  |  2  |  3  |  7  |  5  |  8  |  6  |  4  |  9  | 11  | 10  |
----------------------------------------------------------------------------------------------------
