----------------------------------------------------------------------------------------------------
| 10  |  8  |  5  |  4  |  2  |  1  |  9  | 11  |  3  |  7  |  6  |
|  9  |  1  | 10  |  7  |  3  |  8  |  6  |  5  | 11  |  4  |  2  |
|  6  |  4  |  9  | 10  | 11  |  3  |  1  |  8  |  7  |  2  |  5  |
|  8  | 10  | 11  |  5  |  4  |  2  |  3  |  7  |  6  |  1  |  9  |
|  4  |  5  |  3  |  9  | 10  |  7  | 11  |  1  |  2  |  6  |  8  |
|  7  |  6  |  1  |  3  |  9  |  4  |  5  |  2  |  8  | 11  | 10  |
| 11  |  7  |  6  |  1  |  5  | 10  |  2  |  3  |  9  |  8  |  4  |
|  1  |  3  |  4  |  2  |  8  | 11  | 10  |  6  |  5  |  9  |  7  |
|  5  |  9  |  2  | 11  |  7  |  6  |  8  | 10  |  4  |  3  |  1  |
|  3  |  2  |  7  |  8  |  6  |  5  |  4  |  9  |  1  | 10  | 11  |
|  2  | 11  |  8  |  6  |  1  |  9  |  7  |  4  | 10  |  5  |  3  |
----------------------------------------------------------------------------------------------------
