----------------------------------------------------------------------------------------------------
|  5  |  1  |  4  |  2  |  7  |  3  |  8  |  9  |  6  | 11  | 10  |
|  3  |  7  | 11  |  9  |  8  |  2  | 10  |  4  |  5  |  6  |  1  |
|  4  |  3  |  6  | 10  |  2  | 11  |  7  |  1  |  8  |  5  |  9  |
|  6  | 10  |  8  |  3  |  1  |  7  | 11  |  2  |  4  |  9  |  5  |
| 11  |  5  |  3  |  8  |  4  |  9  |  2  |  7  |  1  | 10  |  6  |
|  9  | 11  |  7  |  4  |  3  | 10  |  6  |  5  |  2  |  1  |  8  |
|  1  |  9  | 10  | 11  |  5  |  8  |  4  |  6  |  7  |  2  |  3  |
|  8  |  4  |  1  |  6  |  9  |  5  |  3  | 11  | 10  |  7  |  2  |
|  7  |  8  |  2  |  1  | 11  |  6  |  5  | 10  |  9  |  3  |  4  |
|  2  |  6  |  9  |  5  | 10  |  4  |  1  |  3  | 11  |  8  |  7  |
| 10  |  2  |  5  |  7  |  6  |  1  |  9  |  8  |  3  |  4  | 11  |
----------------------------------------------------------------------------------------------------
