----------------------------------------------------------------------------------------------------
|  3  |  9  |  6  |  4  |  2  |  7  |  8  | 10  | 11  |  5  |  1  |
|  7  |  4  |  2  |  9  | 10  |  1  |  6  | 11  |  3  |  8  |  5  |
| 10  |  7  |  4  |  1  | 11  |  2  |  9  |  8  |  5  |  3  |  6  |
|  6  |  8  |  7  |  2  |  9  | 10  |  1  |  5  |  4  | 11  |  3  |
|  1  | 10  |  8  |  3  |  4  |  6  |  5  |  7  |  9  |  2  | 11  |
|  9  |  6  |  1  |  7  |  5  | 11  |  2  |  3  |  8  | 10  |  4  |
|  5  |  1  |  3  |  6  |  7  |  4  | 11  |  2  | 10  |  9  |  8  |
|  8  |  3  |  9  | 11  |  6  |  5  |  7  |  4  |  2  |  1  | 10  |
|  4  |  5  | 11  |  8  |  1  |  3  | 10  |  9  |  7  |  6  |  2  |
|  2  | 11  |  5  | 10  |  3  |  8  |  4  |  6  |  1  |  7  |  9  |
| 11  |  2  | 10  |  5  |  8  |  9  |  3  |  1  |  6  |  4  |  7  |
----------------------------------------------------------------------------------------------------
