----------------------------------------------------------------------------------------------------
|  8  |  5  |  4  | 10  |  9  |  3  |  6  |  2  |  1  |  7  | 11  |
|  4  |  3  |  8  |  9  |  6  |  5  | 11  | 10  |  7  |  1  |  2  |
| 10  |  8  |  9  |  7  |  4  |  6  |  3  |  5  |  2  | 11  |  1  |
|  1  |  9  |  3  |  8  |  5  | 10  |  2  |  6  | 11  |  4  |  7  |
| 11  |  2  |  7  |  3  |  1  |  4  |  5  |  9  | 10  |  8  |  6  |
|  9  |  1  |  5  |  2  |  7  |  8  |  4  | 11  |  6  | 10  |  3  |
|  6  | 10  |  1  | 11  |  8  |  9  |  7  |  4  |  3  |  2  |  5  |
|  3  |  6  | 11  |  1  | 10  |  2  |  9  |  7  |  4  |  5  |  8  |
|  2  | 11  |  6  |  5  |  3  |  7  | 10  |  1  |  8  |  9  |  4  |
|  7  |  4  | 10  |  6  |  2  | 11  |  1  |  8  |  5  |  3  |  9  |
|  5  |  7  |  2  |  4  | 11  |  1  |  8  |  3  |  9  |  6  | 10  |
----------------------------------------------------------------------------------------------------
