----------------------------------------------------------------------------------------------------
|  4  | 11  |  9  | 10  |  7  |  1  |  8  |  5  |  2  |  3  |  6  |
| 10  |  5  | 11  |  2  |  4  |  3  |  9  |  6  |  1  |  7  |  8  |
|  6  |  8  |  3  |  5  | 11  |  9  |  1  | 10  |  7  |  2  |  4  |
|  8  |  4  |  7  | 11  |  5  |  6  | 10  |  9  |  3  |  1  |  2  |
|  2  |  1  |  5  |  7  |  9  | 11  |  3  |  8  |  6  |  4  | 10  |
| 11  |  2  |  4  |  1  |  8  |  5  |  7  |  3  | 10  |  6  |  9  |
|  1  |  3  |  6  |  4  |  2  |  8  | 11  |  7  |  9  | 10  |  5  |
|  9  | 10  |  2  |  8  |  1  |  7  |  6  |  4  | 11  |  5  |  3  |
|  5  |  6  |  1  |  9  |  3  | 10  |  2  | 11  |  4  |  8  |  7  |
|  7  |  9  | 10  |  3  |  6  |  4  |  5  |  2  |  8  | 11  |  1  |
|  3  |  7  |  8  |  6  | 10  |  2  |  4  |  1  |  5  |  9  | 11  |
----------------------------------------------------------------------------------------------------
