----------------------------------------------------------------------------------------------------
|  5  |  2  |  4  | 10  |  8  | 11  |  9  |  1  |  6  |  3  |  7  |
|  4  |  7  | 10  |  3  | 11  |  8  |  6  |  2  |  1  |  5  |  9  |
|  8  |  9  |  7  | 11  |  5  |  3  | 10  |  6  |  4  |  2  |  1  |
|  6  |  1  |  5  |  9  |  3  |  2  | 11  |  8  | 10  |  7  |  4  |
|  7  |  8  |  6  |  4  |  9  |  5  |  3  | 11  |  2  |  1  | 10  |
| 11  |  5  |  9  |  2  |  1  |  7  |  8  | 10  |  3  |  4  |  6  |
|  3  |  6  |  8  |  7  |  4  | 10  |  1  |  9  |  5  | 11  |  2  |
| 10  |  4  |  3  |  5  |  6  |  1  |  2  |  7  |  8  |  9  | 11  |
|  2  |  3  |  1  |  6  |  7  |  9  |  5  |  4  | 11  | 10  |  8  |
|  1  | 10  | 11  |  8  |  2  |  4  |  7  |  3  |  9  |  6  |  5  |
|  9  | 11  |  2  |  1  | 10  |  6  |  4  |  5  |  7  |  8  |  3  |
----------------------------------------------------------------------------------------------------
