----------------------------------------------------------------------------------------------------
|  4  |  5  |  3  | 11  |  1  |  8  |  7  | 10  |  9  |  2  |  6  |
|  1  |  4  |  7  |  5  | 11  |  6  |  8  |  9  |  3  | 10  |  2  |
|  6  |  7  |  4  |  3  |  5  | 10  |  9  |  8  |  2  | 11  |  1  |
| 10  |  6  |  1  |  2  |  3  |  9  | 11  |  7  |  8  |  4  |  5  |
|  5  |  1  |  9  |  4  |  7  |  3  |  6  |  2  | 10  |  8  | 11  |
|  3  |  9  |  6  |  1  |  8  |  7  |  2  | 11  |  4  |  5  | 10  |
|  9  |  2  |  5  |  8  |  4  |  1  | 10  |  6  | 11  |  7  |  3  |
| 11  |  8  | 10  |  9  |  6  |  2  |  1  |  4  |  5  |  3  |  7  |
|  2  | 10  |  8  |  7  |  9  | 11  |  3  |  5  |  6  |  1  |  4  |
|  7  | 11  |  2  |  6  | 10  |  4  |  5  |  3  |  1  |  9  |  8  |
|  8  |  3  | 11  | 10  |  2  |  5  |  4  |  1  |  7  |  6  |  9  |
----------------------------------------------------------------------------------------------------
