-------------------------------------------------------------------------------------------
|  5  |  1  |  7  | 10  |  6  |  4  |  3  |  2  |  9  |  8  |
|  3  |  2  |  6  |  4  |  9  |  1  | 10  |  5  |  8  |  7  |
|  8  |  3  |  5  |  7  |  4  |  9  |  6  |  1  |  2  | 10  |
|  7  |  5  |  4  |  6  |  3  |  2  |  9  |  8  | 10  |  1  |
|  9  |  8  |  3  |  2  |  7  |  6  |  4  | 10  |  1  |  5  |
|  1  |  4  |  8  |  9  | 10  |  7  |  2  |  6  |  5  |  3  |
|  2  |  9  | 10  |  3  |  1  |  5  |  8  |  4  |  7  |  6  |
|  4  |  6  |  2  |  8  |  5  | 10  |  1  |  7  |  3  |  9  |
|  6  | 10  |  1  |  5  |  8  |  3  |  7  |  9  |  4  |  2  |
| 10  |  7  |  9  |  1  |  2  |  8  |  5  |  3  |  6  |  4  |
-------------------------------------------------------------------------------------------
