-------------------------------------------------------------------------------------------
|  4  |  9  |  7  |  1  | 10  |  8  |  6  |  3  |  5  |  2  |
|  7  |  3  |  2  | 10  |  6  |  5  |  8  |  1  |  4  |  9  |
|  1  |  7  | 10  |  6  |  9  |  4  |  2  |  8  |  3  |  5  |
|  9  |  1  |  3  |  2  |  4  |  6  |  5  |  7  | 10  |  8  |
|  5  |  2  |  9  |  7  |  1  | 10  |  4  |  6  |  8  |  3  |
|  6  |  5  |  4  |  3  |  8  |  2  | 10  |  9  |  1  |  7  |
|  8  |  6  |  5  |  4  |  3  |  7  |  9  | 10  |  2  |  1  |
|  3  |  8  |  1  |  5  |  2  |  9  |  7  |  4  |  6  | 10  |
| 10  |  4  |  8  |  9  |  5  |  3  |  1  |  2  |  7  |  6  |
|  2  | 10  |  6  |  8  |  7  |  1  |  3  |  5  |  9  |  4  |
-------------------------------------------------------------------------------------------
