-------------------------------------------------------------------------------------------
|  1  |  7  |  9  |  8  |  5  |  6  |  2  | 10  |  3  |  4  |
| 10  |  4  |  6  |  9  |  8  |  7  |  3  |  2  |  1  |  5  |
|  9  |  1  |  4  |  6  |  2  |  8  | 10  |  7  |  5  |  3  |
|  6  | 10  |  8  |  4  |  3  |  5  |  7  |  9  |  2  |  1  |
|  4  |  6  |  3  |  2  |  9  | 10  |  5  |  1  |  7  |  8  |
|  3  |  9  |  5  |  7  | 10  |  2  |  1  |  4  |  8  |  6  |
|  7  |  2  | 10  |  5  |  4  |  1  |  8  |  3  |  6  |  9  |
|  8  |  3  |  2  | 10  |  1  |  4  |  6  |  5  |  9  |  7  |
|  2  |  5  |  7  |  1  |  6  |  3  |  9  |  8  |  4  | 10  |
|  5  |  8  |  1  |  3  |  7  |  9  |  4  |  6  | 10  |  2  |
-------------------------------------------------------------------------------------------
