-------------------------------------------------------------------------------------------
| 10  |  5  |  9  |  1  |  2  |  3  |  6  |  7  |  4  |  8  |
|  4  |  9  |  1  | 10  |  3  |  6  |  7  |  5  |  8  |  2  |
|  2  |  4  |  6  |  3  |  5  |  1  |  8  | 10  |  7  |  9  |
|  1  |  7  |  4  |  5  |  9  |  2  |  3  |  8  | 10  |  6  |
|  5  |  1  |  2  |  6  | 10  |  8  |  4  |  3  |  9  |  7  |
|  8  | 10  |  7  |  2  |  6  |  5  |  1  |  9  |  3  |  4  |
|  6  |  8  | 10  |  9  |  7  |  4  |  2  |  1  |  5  |  3  |
|  3  |  2  |  8  |  7  |  4  | 10  |  9  |  6  |  1  |  5  |
|  9  |  3  |  5  |  4  |  8  |  7  | 10  |  2  |  6  |  1  |
|  7  |  6  |  3  |  8  |  1  |  9  |  5  |  4  |  2  | 10  |
-------------------------------------------------------------------------------------------
