-------------------------------------------------------------------------------------------
|  4  | 10  |  8  |  3  |  1  |  6  |  5  |  7  |  9  |  2  |
|  5  |  2  | 10  |  9  |  3  |  7  |  8  |  1  |  4  |  6  |
|  7  |  1  |  4  |  8  |  5  |  9  |  2  | 10  |  6  |  3  |
| 10  |  7  |  5  |  2  |  8  |  1  |  6  |  9  |  3  |  4  |
|  6  |  9  |  7  |  4  |  2  |  8  |  1  |  3  | 10  |  5  |
|  2  |  5  |  1  |  7  | 10  |  4  |  3  |  6  |  8  |  9  |
|  1  |  4  |  2  |  6  |  7  |  3  |  9  |  8  |  5  | 10  |
|  3  |  6  |  9  | 10  |  4  |  5  |  7  |  2  |  1  |  8  |
|  8  |  3  |  6  |  5  |  9  |  2  | 10  |  4  |  7  |  1  |
|  9  |  8  |  3  |  1  |  6  | 10  |  4  |  5  |  2  |  7  |
-------------------------------------------------------------------------------------------
