-------------------------------------------------------------------------------------------
| 10  |  2  |  6  |  5  |  1  |  7  |  3  |  4  |  8  |  9  |
|  5  | 10  |  4  |  6  |  7  |  2  |  9  |  1  |  3  |  8  |
|  4  |  5  |  2  |  1  | 10  |  6  |  8  |  3  |  9  |  7  |
|  8  |  1  | 10  |  7  |  2  |  3  |  4  |  9  |  5  |  6  |
|  7  |  4  |  3  | 10  |  5  |  9  |  2  |  8  |  6  |  1  |
|  2  |  6  |  1  |  9  |  3  |  8  |  7  |  5  |  4  | 10  |
|  3  |  9  |  8  |  4  |  6  |  5  |  1  | 10  |  7  |  2  |
|  6  |  8  |  9  |  3  |  4  |  1  | 10  |  7  |  2  |  5  |
|  1  |  7  |  5  |  8  |  9  |  4  |  6  |  2  | 10  |  3  |
|  9  |  3  |  7  |  2  |  8  | 10  |  5  |  6  |  1  |  4  |
-------------------------------------------------------------------------------------------
