-------------------------------------------------------------------------------------------
|  4  | 10  |  7  |  1  |  8  |  2  |  5  |  9  |  6  |  3  |
|  9  |  2  |  5  |  7  | 10  |  6  |  8  |  3  |  1  |  4  |
|  8  |  5  |  2  |  4  |  6  |  3  |  7  | 10  |  9  |  1  |
|  1  |  6  |  3  |  2  |  4  | 10  |  9  |  7  |  5  |  8  |
| 10  |  9  |  4  |  8  |  2  |  7  |  1  |  5  |  3  |  6  |
|  2  |  4  |  6  |  3  |  1  |  9  | 10  |  8  |  7  |  5  |
|  5  |  8  | 10  |  6  |  7  |  4  |  3  |  1  |  2  |  9  |
|  7  |  1  |  9  |  5  |  3  |  8  |  4  |  6  | 10  |  2  |
|  6  |  3  |  1  | 10  |  9  |  5  |  2  |  4  |  8  |  7  |
|  3  |  7  |  8  |  9  |  5  |  1  |  6  |  2  |  4  | 10  |
-------------------------------------------------------------------------------------------
