-------------------------------------------------------------------------------------------
|  1  |  3  |  4  | 10  |  5  |  2  |  7  |  6  |  9  |  8  |
|  6  |  7  | 10  |  2  |  8  |  1  |  5  |  3  |  4  |  9  |
|  2  |  1  |  8  |  9  | 10  |  5  |  6  |  7  |  3  |  4  |
|  3  |  6  |  2  |  4  |  1  |  8  |  9  |  5  |  7  | 10  |
|  7  |  5  |  1  |  3  |  4  |  6  |  8  |  9  | 10  |  2  |
|  8  |  4  |  9  |  1  |  7  | 10  |  3  |  2  |  5  |  6  |
|  9  | 10  |  5  |  7  |  3  |  4  |  2  |  8  |  6  |  1  |
| 10  |  2  |  3  |  5  |  6  |  9  |  1  |  4  |  8  |  7  |
|  5  |  9  |  6  |  8  |  2  |  7  |  4  | 10  |  1  |  3  |
|  4  |  8  |  7  |  6  |  9  |  3  | 10  |  1  |  2  |  5  |
-------------------------------------------------------------------------------------------
