-------------------------------------------------------------------------------------------
|  5  |  2  | 10  |  7  |  8  |  6  |  4  |  3  |  1  |  9  |
|  7  |  3  |  6  |  1  | 10  |  5  |  2  |  4  |  9  |  8  |
|  2  | 10  |  1  |  6  |  3  |  9  |  7  |  5  |  8  |  4  |
|  3  |  6  |  2  |  5  |  7  |  1  |  8  |  9  |  4  | 10  |
|  6  |  7  |  3  |  2  |  1  |  4  |  9  |  8  | 10  |  5  |
|  9  |  1  |  7  |  3  |  4  |  8  |  5  | 10  |  2  |  6  |
| 10  |  9  |  4  |  8  |  6  |  3  |  1  |  7  |  5  |  2  |
|  8  |  5  |  9  |  4  |  2  |  7  | 10  |  1  |  6  |  3  |
|  1  |  4  |  8  |  9  |  5  | 10  |  6  |  2  |  3  |  7  |
|  4  |  8  |  5  | 10  |  9  |  2  |  3  |  6  |  7  |  1  |
-------------------------------------------------------------------------------------------
