-------------------------------------------------------------------------------------------
|  9  |  6  |  2  |  5  |  8  |  7  |  4  |  3  |  1  | 10  |
|  3  |  4  |  1  | 10  |  5  |  9  |  7  |  2  |  8  |  6  |
|  1  |  9  |  3  |  7  |  2  |  5  |  6  |  8  | 10  |  4  |
| 10  |  3  |  6  |  8  |  1  |  2  |  5  |  7  |  4  |  9  |
|  2  | 10  |  5  |  1  |  6  |  4  |  3  |  9  |  7  |  8  |
|  7  |  5  | 10  |  6  |  3  |  1  |  8  |  4  |  9  |  2  |
|  4  |  2  |  8  |  3  |  9  | 10  |  1  |  5  |  6  |  7  |
|  6  |  7  |  9  |  4  | 10  |  8  |  2  |  1  |  5  |  3  |
|  5  |  8  |  7  |  9  |  4  |  3  | 10  |  6  |  2  |  1  |
|  8  |  1  |  4  |  2  |  7  |  6  |  9  | 10  |  3  |  5  |
-------------------------------------------------------------------------------------------
