-------------------------------------------------------------------------------------------
|  6  |  7  |  4  |  5  |  2  |  3  |  8  |  9  | 10  |  1  |
|  1  |  9  |  6  |  2  |  3  |  4  | 10  |  5  |  8  |  7  |
|  3  |  6  |  5  |  4  | 10  |  8  |  1  |  7  |  9  |  2  |
|  8  |  3  |  9  |  1  |  6  |  2  |  4  | 10  |  7  |  5  |
|  5  |  8  |  3  |  7  |  1  |  6  |  9  |  4  |  2  | 10  |
|  9  |  2  |  8  |  6  |  5  | 10  |  7  |  1  |  4  |  3  |
| 10  |  1  |  2  |  3  |  9  |  7  |  6  |  8  |  5  |  4  |
|  4  |  5  | 10  |  8  |  7  |  9  |  2  |  3  |  1  |  6  |
|  2  | 10  |  7  |  9  |  4  |  1  |  5  |  6  |  3  |  8  |
|  7  |  4  |  1  | 10  |  8  |  5  |  3  |  2  |  6  |  9  |
-------------------------------------------------------------------------------------------
