-------------------------------------------------------------------------------------------
|  8  |  5  | 10  |  1  |  6  |  7  |  4  |  2  |  3  |  9  |
|  7  |  1  |  4  |  3  | 10  |  8  |  6  |  9  |  2  |  5  |
|  2  |  3  |  9  |  8  |  7  |  6  |  5  | 10  |  4  |  1  |
|  3  |  2  |  1  | 10  |  8  |  9  |  7  |  4  |  5  |  6  |
|  6  |  4  |  2  |  5  |  1  | 10  |  3  |  8  |  9  |  7  |
|  5  |  6  |  3  |  2  |  4  |  1  |  9  |  7  | 10  |  8  |
|  1  |  9  |  5  |  4  |  3  |  2  |  8  |  6  |  7  | 10  |
|  9  | 10  |  8  |  7  |  2  |  4  |  1  |  5  |  6  |  3  |
| 10  |  7  |  6  |  9  |  5  |  3  |  2  |  1  |  8  |  4  |
|  4  |  8  |  7  |  6  |  9  |  5  | 10  |  3  |  1  |  2  |
-------------------------------------------------------------------------------------------
