-------------------------------------------------------------------------------------------
|  5  |  2  |  6  |  8  |  9  | 10  |  3  |  4  |  7  |  1  |
|  7  |  6  |  3  |  5  |  4  |  1  |  9  |  2  | 10  |  8  |
|  6  |  7  |  8  |  1  |  5  |  9  | 10  |  3  |  4  |  2  |
|  8  |  5  |  4  |  6  |  2  |  7  |  1  |  9  |  3  | 10  |
|  9  |  8  |  2  |  3  |  6  |  4  |  5  | 10  |  1  |  7  |
|  4  |  9  |  7  |  2  | 10  |  3  |  6  |  1  |  8  |  5  |
|  3  |  4  |  5  | 10  |  1  |  6  |  8  |  7  |  2  |  9  |
|  2  |  1  | 10  |  7  |  3  |  5  |  4  |  8  |  9  |  6  |
|  1  | 10  |  9  |  4  |  7  |  8  |  2  |  6  |  5  |  3  |
| 10  |  3  |  1  |  9  |  8  |  2  |  7  |  5  |  6  |  4  |
-------------------------------------------------------------------------------------------
