-------------------------------------------------------------------------------------------
|  2  | 10  |  5  |  8  |  4  |  6  |  3  |  7  |  9  |  1  |
|  3  |  2  |  9  | 10  |  6  |  7  |  1  |  4  |  5  |  8  |
|  1  |  7  |  8  |  6  |  9  |  4  |  5  |  3  | 10  |  2  |
|  6  |  1  |  7  |  5  | 10  |  2  |  9  |  8  |  3  |  4  |
|  8  |  6  |  2  |  7  |  3  | 10  |  4  |  9  |  1  |  5  |
|  5  |  8  |  1  |  2  |  7  |  3  |  6  | 10  |  4  |  9  |
|  7  |  3  |  6  |  4  |  5  |  9  |  8  |  1  |  2  | 10  |
|  4  |  5  | 10  |  9  |  8  |  1  |  7  |  2  |  6  |  3  |
|  9  |  4  |  3  |  1  |  2  |  8  | 10  |  5  |  7  |  6  |
| 10  |  9  |  4  |  3  |  1  |  5  |  2  |  6  |  8  |  7  |
-------------------------------------------------------------------------------------------
