-------------------------------------------------------------------------------------------
| 10  |  9  |  3  |  8  |  2  |  1  |  4  |  6  |  5  |  7  |
|  5  |  7  | 10  |  2  |  1  |  3  |  8  |  4  |  9  |  6  |
|  2  |  6  |  9  |  1  |  8  |  7  | 10  |  3  |  4  |  5  |
|  6  |  1  |  2  |  3  | 10  |  9  |  5  |  8  |  7  |  4  |
|  8  |  4  |  5  |  9  |  7  | 10  |  3  |  1  |  6  |  2  |
|  4  | 10  |  1  |  5  |  9  |  8  |  6  |  7  |  2  |  3  |
|  3  |  5  |  6  |  7  |  4  |  2  |  1  | 10  |  8  |  9  |
|  1  |  3  |  7  |  4  |  5  |  6  |  2  |  9  | 10  |  8  |
|  7  |  2  |  8  | 10  |  6  |  4  |  9  |  5  |  3  |  1  |
|  9  |  8  |  4  |  6  |  3  |  5  |  7  |  2  |  1  | 10  |
-------------------------------------------------------------------------------------------
