-------------------------------------------------------------------------------------------
| 10  |  5  |  1  |  6  |  7  |  8  |  4  |  3  |  9  |  2  |
|  9  | 10  |  3  |  4  |  8  |  7  |  2  |  1  |  5  |  6  |
|  5  |  2  |  9  |  1  |  4  | 10  |  7  |  8  |  6  |  3  |
|  8  |  6  |  7  |  2  | 10  |  4  |  3  |  9  |  1  |  5  |
|  7  |  3  |  8  |  9  |  6  |  1  | 10  |  5  |  2  |  4  |
|  1  |  8  | 10  |  3  |  2  |  9  |  5  |  6  |  4  |  7  |
|  2  |  9  |  4  | 10  |  5  |  6  |  1  |  7  |  3  |  8  |
|  4  |  1  |  2  |  7  |  3  |  5  |  6  | 10  |  8  |  9  |
|  3  |  7  |  6  |  5  |  9  |  2  |  8  |  4  | 10  |  1  |
|  6  |  4  |  5  |  8  |  1  |  3  |  9  |  2  |  7  | 10  |
-------------------------------------------------------------------------------------------
