-------------------------------------------------------------------------------------------
|  4  | 10  |  3  |  1  |  7  |  8  |  2  |  5  |  9  |  6  |
|  2  |  9  | 10  |  3  |  6  |  4  |  1  |  7  |  5  |  8  |
|  6  |  5  |  4  |  9  |  3  |  1  |  8  |  2  |  7  | 10  |
|  7  |  6  |  5  | 10  |  9  |  3  |  4  |  8  |  2  |  1  |
|  3  |  4  |  7  |  2  |  8  |  6  |  5  |  1  | 10  |  9  |
|  8  |  7  |  6  |  4  | 10  |  2  |  3  |  9  |  1  |  5  |
| 10  |  2  |  9  |  7  |  1  |  5  |  6  |  4  |  8  |  3  |
|  1  |  8  |  2  |  6  |  5  |  7  |  9  | 10  |  3  |  4  |
|  9  |  1  |  8  |  5  |  4  | 10  |  7  |  3  |  6  |  2  |
|  5  |  3  |  1  |  8  |  2  |  9  | 10  |  6  |  4  |  7  |
-------------------------------------------------------------------------------------------
