-------------------------------------------------------------------------------------------
|  9  |  2  | 10  |  6  |  8  |  3  |  1  |  5  |  7  |  4  |
|  3  | 10  |  5  |  2  |  9  |  4  |  7  |  8  |  6  |  1  |
|  5  |  6  |  8  |  3  |  1  | 10  |  4  |  7  |  2  |  9  |
|  8  |  9  |  1  | 10  |  3  |  2  |  5  |  6  |  4  |  7  |
|  4  |  5  |  9  |  8  |  2  |  7  |  3  |  1  | 10  |  6  |
|  7  |  1  |  6  |  9  |  5  |  8  |  2  |  4  |  3  | 10  |
|  2  |  3  |  7  |  5  |  4  |  1  |  6  | 10  |  9  |  8  |
|  1  |  8  |  3  |  4  |  7  |  6  | 10  |  9  |  5  |  2  |
|  6  |  7  |  4  |  1  | 10  |  5  |  9  |  2  |  8  |  3  |
| 10  |  4  |  2  |  7  |  6  |  9  |  8  |  3  |  1  |  5  |
-------------------------------------------------------------------------------------------
