-------------------------------------------------------------------------------------------
|  2  |  8  |  4  |  3  |  6  |  1  |  9  | 10  |  7  |  5  |
|  8  |  3  |  9  |  5  |  4  |  6  |  1  |  2  | 10  |  7  |
|  9  |  2  |  8  | 10  |  1  |  4  |  6  |  7  |  5  |  3  |
|  3  |  7  |  6  |  9  |  2  |  5  | 10  |  1  |  8  |  4  |
|  5  | 10  |  7  |  8  |  3  |  2  |  4  |  9  |  1  |  6  |
| 10  |  5  |  2  |  7  |  9  |  3  |  8  |  4  |  6  |  1  |
|  1  |  9  |  5  |  2  |  8  |  7  |  3  |  6  |  4  | 10  |
|  7  |  4  |  1  |  6  | 10  |  9  |  2  |  5  |  3  |  8  |
|  4  |  6  |  3  |  1  |  5  | 10  |  7  |  8  |  2  |  9  |
|  6  |  1  | 10  |  4  |  7  |  8  |  5  |  3  |  9  |  2  |
-------------------------------------------------------------------------------------------
