-------------------------------------------------------------------------------------------
|  7  | 10  |  1  |  4  |  6  |  2  |  8  |  9  |  3  |  5  |
|  6  |  2  | 10  |  8  |  4  |  1  |  3  |  7  |  5  |  9  |
|  2  |  3  |  8  | 10  |  9  |  7  |  1  |  5  |  4  |  6  |
|  3  |  1  |  2  |  9  | 10  |  4  |  5  |  8  |  6  |  7  |
|  9  |  6  |  4  |  2  |  7  |  5  | 10  |  1  |  8  |  3  |
|  1  |  8  |  3  |  7  |  5  | 10  |  4  |  6  |  9  |  2  |
|  8  |  9  |  5  |  3  |  1  |  6  |  7  | 10  |  2  |  4  |
|  4  |  7  |  9  |  5  |  2  |  8  |  6  |  3  | 10  |  1  |
|  5  |  4  |  6  |  1  |  8  |  3  |  9  |  2  |  7  | 10  |
| 10  |  5  |  7  |  6  |  3  |  9  |  2  |  4  |  1  |  8  |
-------------------------------------------------------------------------------------------
