-------------------------------------------------------------------------------------------
|  7  |  3  |  4  |  8  | 10  |  1  |  6  |  2  |  5  |  9  |
|  8  |  4  |  2  | 10  |  7  |  5  |  3  |  9  |  1  |  6  |
|  6  |  2  |  3  |  5  |  8  |  7  |  9  |  4  | 10  |  1  |
|  9  |  7  |  1  |  2  |  3  |  8  |  5  | 10  |  6  |  4  |
| 10  |  6  |  9  |  4  |  5  |  3  |  8  |  1  |  7  |  2  |
|  4  |  8  |  6  |  1  |  9  | 10  |  7  |  3  |  2  |  5  |
|  1  | 10  |  5  |  6  |  2  |  9  |  4  |  7  |  8  |  3  |
|  5  |  1  |  8  |  9  |  4  |  2  | 10  |  6  |  3  |  7  |
|  2  |  5  |  7  |  3  |  6  |  4  |  1  |  8  |  9  | 10  |
|  3  |  9  | 10  |  7  |  1  |  6  |  2  |  5  |  4  |  8  |
-------------------------------------------------------------------------------------------
