-------------------------------------------------------------------------------------------
|  9  |  7  |  5  |  4  |  2  |  8  |  1  |  6  |  3  | 10  |
|  4  |  3  |  9  |  2  |  1  |  7  |  8  | 10  |  5  |  6  |
| 10  |  2  |  7  |  9  |  8  |  1  |  5  |  4  |  6  |  3  |
|  1  |  9  |  3  |  7  |  4  | 10  |  6  |  8  |  2  |  5  |
|  8  |  6  |  1  | 10  |  7  |  9  |  3  |  5  |  4  |  2  |
|  3  |  4  |  8  |  1  |  5  |  6  | 10  |  2  |  7  |  9  |
|  2  | 10  |  4  |  6  |  9  |  5  |  7  |  3  |  8  |  1  |
|  6  |  5  |  2  |  3  | 10  |  4  |  9  |  7  |  1  |  8  |
|  7  |  8  | 10  |  5  |  6  |  3  |  2  |  1  |  9  |  4  |
|  5  |  1  |  6  |  8  |  3  |  2  |  4  |  9  | 10  |  7  |
-------------------------------------------------------------------------------------------
