-------------------------------------------------------------------------------------------
|  7  |  5  |  1  |  8  |  3  |  2  | 10  |  9  |  4  |  6  |
|  8  |  6  |  4  | 10  |  5  |  1  |  7  |  3  |  2  |  9  |
|  1  |  7  |  8  |  2  |  9  |  5  |  4  | 10  |  6  |  3  |
| 10  |  9  |  6  |  1  |  7  |  4  |  5  |  2  |  3  |  8  |
|  9  |  1  |  5  |  6  | 10  |  7  |  3  |  4  |  8  |  2  |
|  2  |  4  | 10  |  3  |  6  |  8  |  1  |  5  |  9  |  7  |
|  3  | 10  |  9  |  4  |  8  |  6  |  2  |  1  |  7  |  5  |
|  5  |  8  |  3  |  9  |  2  | 10  |  6  |  7  |  1  |  4  |
|  6  |  2  |  7  |  5  |  4  |  3  |  9  |  8  | 10  |  1  |
|  4  |  3  |  2  |  7  |  1  |  9  |  8  |  6  |  5  | 10  |
-------------------------------------------------------------------------------------------
