-------------------------------------------------------------------------------------------
|  3  |  8  |  5  |  2  | 10  |  6  |  9  |  7  |  1  |  4  |
|  8  |  3  |  9  |  5  |  1  | 10  |  6  |  4  |  7  |  2  |
|  1  |  5  |  8  | 10  |  4  |  2  |  7  |  9  |  3  |  6  |
|  9  |  1  |  4  |  8  |  6  |  3  |  5  |  2  | 10  |  7  |
|  5  |  9  |  3  |  6  |  8  |  7  |  2  | 10  |  4  |  1  |
|  2  |  6  |  1  |  9  |  7  |  4  | 10  |  8  |  5  |  3  |
| 10  |  2  |  6  |  7  |  3  |  8  |  4  |  1  |  9  |  5  |
|  7  | 10  |  2  |  4  |  9  |  5  |  1  |  3  |  6  |  8  |
|  4  |  7  | 10  |  3  |  5  |  1  |  8  |  6  |  2  |  9  |
|  6  |  4  |  7  |  1  |  2  |  9  |  3  |  5  |  8  | 10  |
-------------------------------------------------------------------------------------------
