-------------------------------------------------------------------------------------------
|  4  |  5  |  2  |  9  |  1  |  8  |  6  |  3  | 10  |  7  |
|  2  |  6  |  8  |  1  |  9  |  5  |  7  |  4  |  3  | 10  |
|  9  |  4  | 10  |  2  |  8  |  1  |  3  |  6  |  7  |  5  |
|  7  |  3  |  5  |  6  |  4  |  9  |  2  | 10  |  1  |  8  |
| 10  |  7  |  4  |  5  |  2  |  3  |  1  |  8  |  9  |  6  |
|  3  |  1  |  6  |  7  |  5  |  2  | 10  |  9  |  8  |  4  |
|  8  |  2  |  7  |  3  |  6  | 10  |  5  |  1  |  4  |  9  |
|  6  |  8  |  1  |  4  | 10  |  7  |  9  |  2  |  5  |  3  |
|  1  |  9  |  3  | 10  |  7  |  4  |  8  |  5  |  6  |  2  |
|  5  | 10  |  9  |  8  |  3  |  6  |  4  |  7  |  2  |  1  |
-------------------------------------------------------------------------------------------
