-------------------------------------------------------------------------------------------
|  6  |  4  | 10  |  7  |  1  |  5  |  8  |  2  |  9  |  3  |
|  4  |  2  |  7  |  5  |  9  |  1  |  6  |  8  |  3  | 10  |
|  5  |  6  |  8  | 10  |  4  |  3  |  7  |  9  |  2  |  1  |
|  1  |  9  |  4  |  6  |  8  |  2  | 10  |  3  |  7  |  5  |
|  7  |  8  |  9  |  3  |  6  |  4  |  1  | 10  |  5  |  2  |
|  9  |  5  |  3  |  4  |  7  |  6  |  2  |  1  | 10  |  8  |
|  2  |  7  |  5  |  1  | 10  |  9  |  3  |  6  |  8  |  4  |
| 10  |  1  |  2  |  9  |  3  |  8  |  4  |  5  |  6  |  7  |
|  8  |  3  |  1  |  2  |  5  | 10  |  9  |  7  |  4  |  6  |
|  3  | 10  |  6  |  8  |  2  |  7  |  5  |  4  |  1  |  9  |
-------------------------------------------------------------------------------------------
