-------------------------------------------------------------------------------------------
|  7  | 10  |  6  |  3  |  2  |  9  |  1  |  8  |  5  |  4  |
|  6  |  5  | 10  |  9  |  4  |  3  |  7  |  1  |  8  |  2  |
|  9  |  2  |  8  | 10  |  3  |  7  |  6  |  5  |  4  |  1  |
|  5  |  7  |  9  |  4  | 10  |  1  |  3  |  6  |  2  |  8  |
|  3  |  1  |  5  |  8  |  9  |  4  |  2  |  7  | 10  |  6  |
|  4  |  8  |  3  |  6  |  1  | 10  |  9  |  2  |  7  |  5  |
|  8  |  3  |  4  |  2  |  5  |  6  | 10  |  9  |  1  |  7  |
|  1  |  6  |  7  |  5  |  8  |  2  |  4  |  3  |  9  | 10  |
|  2  |  4  |  1  |  7  |  6  |  5  |  8  | 10  |  3  |  9  |
| 10  |  9  |  2  |  1  |  7  |  8  |  5  |  4  |  6  |  3  |
-------------------------------------------------------------------------------------------
