-------------------------------------------------------------------------------------------
| 10  |  1  |  2  |  9  |  5  |  6  |  4  |  8  |  7  |  3  |
|  1  |  5  |  8  | 10  |  9  |  3  |  6  |  7  |  2  |  4  |
|  8  |  4  |  7  |  2  | 10  |  9  |  3  |  1  |  5  |  6  |
|  9  |  8  |  5  |  6  |  4  | 10  |  7  |  3  |  1  |  2  |
|  5  |  7  |  4  |  8  |  1  |  2  | 10  |  6  |  3  |  9  |
|  7  |  9  |  1  |  3  |  8  |  5  |  2  |  4  |  6  | 10  |
|  6  | 10  |  3  |  1  |  2  |  4  |  5  |  9  |  8  |  7  |
|  3  |  6  |  9  |  4  |  7  |  8  |  1  |  2  | 10  |  5  |
|  2  |  3  | 10  |  7  |  6  |  1  |  9  |  5  |  4  |  8  |
|  4  |  2  |  6  |  5  |  3  |  7  |  8  | 10  |  9  |  1  |
-------------------------------------------------------------------------------------------
