-------------------------------------------------------------------------------------------
|  5  |  8  | 10  |  2  |  1  |  9  |  4  |  6  |  3  |  7  |
|  3  |  6  |  5  |  4  |  7  | 10  |  2  |  1  |  8  |  9  |
|  9  |  3  |  8  | 10  |  2  |  6  |  1  |  7  |  4  |  5  |
|  4  | 10  |  1  |  5  |  9  |  2  |  6  |  3  |  7  |  8  |
|  7  |  1  |  3  |  6  | 10  |  5  |  8  |  2  |  9  |  4  |
|  6  |  9  |  7  |  1  |  4  |  8  | 10  |  5  |  2  |  3  |
|  1  |  7  |  4  |  9  |  8  |  3  |  5  | 10  |  6  |  2  |
|  8  |  2  |  9  |  3  |  5  |  1  |  7  |  4  | 10  |  6  |
|  2  |  5  |  6  |  7  |  3  |  4  |  9  |  8  |  1  | 10  |
| 10  |  4  |  2  |  8  |  6  |  7  |  3  |  9  |  5  |  1  |
-------------------------------------------------------------------------------------------
